lane_file,opportunity_id,source_id,quality_status,quality_flags,status
jobs_board_staging.csv,d2c06e87db10914f,mpsv-open-data-cz,review,duplicate_vacancy_url,Open
jobs_board_staging.csv,251d234616d7af0f,mpsv-open-data-cz,review,duplicate_vacancy_url,Open
jobs_board_staging.csv,04c0ebe1a87f304e,stellenanzeigen-de,ready,,Open
jobs_board_staging.csv,656f39040402236a,stellenanzeigen-de,ready,,Open
jobs_board_staging.csv,1e272820bb8525be,platsbanken-se,ready,,Open
jobs_board_staging.csv,ceaf6f004ffc3d0c,jobwinner-ch,ready,,Pass_language
jobs_board_staging.csv,9815fbfe90f28b4e,jobwinner-ch,ready,,Open
jobs_board_staging.csv,7182f97187814c9e,jobwinner-ch,ready,,Open
jobs_board_staging.csv,6a5daf2739ad0b21,karriere-at,ready,,Open
jobs_board_staging.csv,1309994d372d5294,stellenanzeigen-de,ready,,Open
jobs_board_staging.csv,7bdf60f752bded45,arbeitsagentur-de,ready,,Open
jobs_board_staging.csv,d800a380c6741cdd,arbeitsagentur-de,ready,,Pass_language
jobs_board_staging.csv,53d2f2963c6a9ee9,arbeitsagentur-de,ready,,Open
jobs_board_staging.csv,963a89c5077b1b48,arbeitsagentur-de,ready,,Open
jobs_board_staging.csv,03835c09ff7141e3,jobs-cz,ready,,Open
jobs_board_staging.csv,6df221c3fb02b80d,mpsv-open-data-cz,review,thin_description;duplicate_vacancy_url,Open
jobs_board_staging.csv,da2c490e77d18bde,mpsv-open-data-cz,review,thin_description;duplicate_vacancy_url,Open
jobs_board_staging.csv,dca8823f26357912,mpsv-open-data-cz,review,duplicate_vacancy_url,Open
jobs_board_staging.csv,bfb15167855a6c1f,arbeitsagentur-de,ready,,Open
jobs_board_staging.csv,d0eb62243765c307,mpsv-open-data-cz,review,duplicate_vacancy_url,Open
jobs_board_staging.csv,ea0a8994ac0f4ff1,platsbanken-se,ready,,Open
jobs_board_staging.csv,3c737a991afb54c6,stellenanzeigen-de,ready,,Open
jobs_board_staging.csv,c2daec4ba27eee8f,jobunivers-dk,review,duplicate_vacancy_url,Pass_language
jobs_board_staging.csv,56dc94f926f1fcd3,ledigajobb-se,ready,,Open
jobs_board_staging.csv,de2de5ce817cd57b,ledigajobb-se,ready,,Open
jobs_board_staging.csv,3a2d39abb660959f,ledigajobb-se,ready,,Open
